,index,coordinates,codeInsee,nom,adresse_ligne01,adresse_ligne02,adresse_ligne03,adresse_code_postal,adresse_commune,adresse_coordonnees,telephone,e_mail,url,zonage_commune
257,permanence_juridique-84031-04,"[5.035623, 44.056223]",84031,Point-justice - France services,73 rue Pierre Parrocel,,,84200,CARPENTRAS,"[5.035623, 44.056223]",04 90 67 08 62,,,['84031 Carpentras']
258,permanence_juridique-84082-01,"[5.182383, 44.067264]",84082,Point-justice - France services,2 place de la Poste,,,84570,MORMOIRON,"[5.182383, 44.067264]",04 90 61 81 10,,,['84082 Mormoiron']
259,permanence_juridique-84071-01,"[5.141156, 43.866698]",84071,Point-justice - France services,80 A route de Cavaillon,,,84660,MAUBEC,"[5.141156, 43.866698]",04 32 52 14 25,,,['84071 Maubec']
260,permanence_juridique-84087-01,"[4.8066, 44.135402]",84087,Point-justice - Point d'accès au droit du Tribunal judiciaire d'Orange,Tribunal d'Orange – rue de Tourre,,,84100,ORANGE,"[4.8066, 44.135402]",04 90 11 11 90,,,['84087 Orange']
261,permanence_juridique-84003-02,"[5.406468, 43.873872]",84003,Point-justice - relais d'accès au droit Centre social Maison Bonhomme d'Apt,"455, avenue Verdun",,,84400,APT,"[5.406468, 43.873872]",04 90 04 80 80,,,['84003 Apt']
262,permanence_juridique-84003-01,"[5.376451, 43.888382]",84003,Point-justice - France services,chemin de la Boucheyronne,,,84400,APT,"[5.376451, 43.888382]",07 85 10 33 80,,,['84003 Apt']
263,permanence_juridique-84137-01,"[5.073933, 44.241701]",84137,Point-justice - relais d'accès au droit Centre communal d'action sociale de Vaison la Romaine,"6,cours Taulignan",,,84110,VAISON LA ROMAINE,"[5.073933, 44.241701]",04 90 36 50 00,,,['84137 Vaison-la-Romaine']
264,permanence_juridique-84104-01,"[5.008195, 44.193924]",84104,Point-justice - France services,Clos Saint Antoine,,,84110,SABLET,"[5.008195, 44.193924]",04 90 10 01 01,,,['84104 Sablet']
265,permanence_juridique-84069-01,"[5.132351, 44.174754]",84069,Point-justice - France services,COURS DES ISNARDS,,,84340,MALAUCENE,"[5.132351, 44.174754]",04 90 65 19 31,,,['84069 Malaucène']
266,permanence_juridique-84089-01,"[5.501249, 43.69427]",84089,Point-justice - Point d'accès au droit – Maison de la citoyenneté de Pertuis,Mairie annexe – place du 4 septembre,,,84120,PERTUIS,"[5.501249, 43.69427]",04 90 79 50 40,,,['84089 Pertuis']
267,permanence_juridique-84129-01,"[4.878267, 44.005232]",84129,Point-justice - France services,86 avenue du Général de Gaulle,,,84700,SORGUES,"[4.878267, 44.005232]",04 86 19 90 60,,,['84129 Sorgues']
268,permanence_juridique-84007-03,"[4.814874, 43.939308]",84007,Point-justice - Point d'accès au droit Maison des adolescents de Vaucluse d'Avignon,"48, avenue des sources",,,84000,AVIGNON,"[4.814874, 43.939308]",04 90 84 01 88,,,['84007 Avignon']
269,permanence_juridique-84089-02,"[5.501249, 43.69427]",84089,Point-justice - Antenne d'accès au droit spécialisée en Impayé de Loyer et prévention de l'expulsion locative de l'ADIL de Pertuis,place du 4 septembre,,,84120,PERTUIS,"[5.501249, 43.69427]",04 90 16 34 36,,,['84089 Pertuis']
270,permanence_juridique-84019-02,"[4.747988, 44.279792]",84019,Point-justice - France services,7 rue Émile Zola – Bollène,,,84500,BOLLENE,"[4.747988, 44.279792]",06 78 90 91 67,,,['84019 Bollène']
271,permanence_juridique-84007-04,"[4.816159, 43.944793]",84007,Point-justice - Point d'accès au droit des étrangers de Vaucluse,CDAD de Vaucluse 2 boulevard Limbert,,,84001,AVIGNON,"[4.816159, 43.944793]",04 32 74 74 90,,,['84007 Avignon']
272,permanence_juridique-84123-01,"[5.417458, 44.098674]",84123,Point-justice - France services,quartier Mougne,,,84390,SAULT,"[5.417458, 44.098674]",04 90 64 19 91,,,['84123 Sault']
273,permanence_juridique-84074-01,"[5.201895, 43.754599]",84074,Point-justice - France services,1 rue des Anciens Combattants d'AFN,,,84360,MERINDOL,"[5.201895, 43.754599]",04 32 50 11 10,,,['84074 Mérindol']
274,permanence_juridique-84007-02,"[4.826446, 43.936319]",84007,Point-justice - Antenne d'accès au droit spécialisée en droit de l'enfant d'Avignon,"Maison de l'Avocat d'Avignon – 6, boulevard Limbert",,,84000,AVIGNON,"[4.826446, 43.936319]",04 90 86 22 39,,,['84007 Avignon']
275,permanence_juridique-84054-01,"[5.052593, 43.928098]",84054,Point-justice - relais d'accès au droit de l'EDES de l'Isle sur Sorgue,"387, avenue Napoléon Bonaparte",,,84800,ISLE SUR LA SORGUE,"[5.052593, 43.928098]",04 90 20 51 70,,,"[""84054 L'Isle-sur-la-Sorgue""]"
276,permanence_juridique-84029-01,"[4.873686, 44.165003]",84029,Point-justice - France services,allée de Lavoisier ZAE Joncquier & Morelles - Camaret Sur Aigues,,,84850,CAMARET SUR AIGUES,"[4.873686, 44.165003]",04 90 29 46 10,,,['84029 Camaret-sur-Aigues']
277,permanence_juridique-84092-01,"[4.860259, 43.962186]",84092,Point-justice - France services,"1, avenue Pasteur – Le Pontet",,,84130,LE PONTET,"[4.860259, 43.962186]",04 90 03 09 50,,,['84092 Le Pontet']
278,permanence_juridique-84089-03,"[5.502991, 43.674854]",84089,Point-justice - France services,180 rue Philippe de Girard-ZAC Saint Martin,,,84120,PERTUIS,"[5.502991, 43.674854]",04 90 79 53 30,,,['84089 Pertuis']
279,permanence_juridique-84031-02,"[5.043861, 44.044582]",84031,Point-justice - Antenne d'accès au droit spécialisée en droit de l'enfant de Carpentras,"Maison des avocats – 16, impasse Ste Anne",,,84200,CARPENTRAS,"[5.043861, 44.044582]",04 90 67 13 60,,,['84031 Carpentras']
280,permanence_juridique-84031-03,"[5.046413, 44.053794]",84031,Point-justice - Antenne d'accès au droit spécialisée en Impayé de Loyer et prévention de l'expulsion locative de l'ADIL de Carpentras,35 rue du collège,,,84200,CARPENTRAS,"[5.046413, 44.053794]",04 90 16 34 36,,,['84031 Carpentras']
281,permanence_juridique-84007-01,"[4.816159, 43.944793]",84007,Point-justice - Point d'accès au droit du tribunal judiciaire d'Avignon,2 boulevard Limbert,,,84000,AVIGNON,"[4.816159, 43.944793]",04 32 74 74 90,,,['84007 Avignon']
282,permanence_juridique-84007-06,"[4.817467, 43.946808]",84007,Point-justice - Antenne d'accès au droit spécialisée en Impayé de Loyer et prévention de l'expulsion locative de l'ADIL d'Avignon,Tribunal judiciaire - Boulevad Limbert,,,84000,AVIGNON,"[4.817467, 43.946808]",04 90 16 34 36,,,['84007 Avignon']
283,permanence_juridique-84019-01,"[4.743154, 44.280479]",84019,Point-justice - relais d'accès au droit du Centre Communal d'action sociale de Bollène,avenue Maréchal Leclerc,,,84500,BOLLENE,"[4.743154, 44.280479]",04 90 40 51 05,,,['84019 Bollène']
284,permanence_juridique-84031-01,"[5.046413, 44.053794]",84031,Point-justice - Point d'accès au droit Maison du Citoyen de Carpentras,"35, rue du collège",,,84200,CARPENTRAS,"[5.046413, 44.053794]",04 90 67 92 44,,,['84031 Carpentras']
285,permanence_juridique-84007-05,"[4.822144, 43.929066]",84007,Point-justice - Point d'accès au droit des jeunes à la mission locale d'Avignon,Immeuble Le Vinci- 2 place Alexandre Farnèse,,,84000,AVIGNON,"[4.822144, 43.929066]",04 90 81 13 00,,,['84007 Avignon']
286,permanence_juridique-84087-02,"[4.8066, 44.135402]",84087,Point-justice - Antenne d'accès au droit spécialisée en Impayé de Loyer et prévention de l'expulsion locative de l'ADIL d'Orange,rue de Tourre,,,84100,ORANGE,"[4.8066, 44.135402]",04 90 16 34 36,,,['84087 Orange']
287,permanence_juridique-23096-01,"[1.872084, 46.168809]",23096,Point-justice - Point d'accès au droit Tribunal judiciaire de Guéret,23 place Bonnyaud,,,23000,GUERET,"[1.872084, 46.168809]",05 55 51 93 59,,,['23096 Guéret']
288,permanence_juridique-65059-01,"[0.151566, 43.068337]",65059,Point-justice - France services,30 avenue Géruzet,,,65200,BAGNERES DE BIGORRE,"[0.151566, 43.068337]",05 62 90 42 02,,,['65059 Bagnères-de-Bigorre']
289,permanence_juridique-65286-01,"[-0.043725, 43.094948]",65286,Point-justice - France services,22 avenue Maréchal Joffre,,,65100,LOURDES,"[-0.043725, 43.094948]",05 62 42 54 61,,,['65286 Lourdes']
290,permanence_juridique-65440-04,"[0.074196, 43.241558]",65440,Point-justice - Point d'accès au droit d’Arsenal à Tarbes,"Maison des association, 11 rue de la Chaudronnerie",,,65000,TARBES,"[0.074196, 43.241558]",05 61 88 20 38,,,['65440 Tarbes']
291,permanence_juridique-65059-02,"[0.147674, 43.066982]",65059,Point-justice - relais d'accès au droit Bagnères de Bigorre,"CCAS, 28 rue de la République",,,65200,BAGNERES DE BIGORRE,"[0.147674, 43.066982]",05 62 91 06 41,,,['65059 Bagnères-de-Bigorre']
292,permanence_juridique-65440-01,"[0.078184, 43.232101]",65440,Point-justice - Point d'accès au droit du Tribunal judiciaire de Tarbes,6 bis rue du Maréchal Foch,,,65000,TARBES,"[0.078184, 43.232101]",05 62 51 77 00,,,['65440 Tarbes']
293,permanence_juridique-65460-01,"[0.055876, 43.3831]",65460,Point-justice - relais d'accès au droit Vic-en-Bigorre,"CCAS, place des combattants de toutes les guerres",,,65500,VIC EN BIGORRE,"[0.055876, 43.3831]",05 62 93 64 66,,,['65460 Vic-en-Bigorre']
294,permanence_juridique-65440-02,"[0.069639, 43.243256]",65440,Point-justice - Point d'accès au droit mission locale de Tarbes,8 rue des Tilleuls,,,65000,TARBES,"[0.069639, 43.243256]",05 62 56 34 34,,,['65440 Tarbes']
295,permanence_juridique-65258-02,"[0.384783, 43.125895]",65258,Point-justice - Point d'accès au droit de Lannemezan,"Mairie, 1 place de la République",,,65300,LANNEMEZAN,"[0.384783, 43.125895]",05 62 40 72 72,,,['65258 Lannemezan']
296,permanence_juridique-65440-03,"[0.074864, 43.232976]",65440,Point-justice - Point d'accès au droit de la Halle de Brauhauban de Tarbes,"Hotel Brauhauban, 8 rue Brauhauban",,,65000,TARBES,"[0.074864, 43.232976]",05 31 17 65 67,,,['65440 Tarbes']
297,permanence_juridique-65258-01,"[0.412116, 43.119021]",65258,Point-justice - relais d'accès au droit CHU de Lannemezan,"CHP, 644 route de Toulouse",,,65300,LANNEMEZAN,"[0.412116, 43.119021]",05 62 99 55 55,,,['65258 Lannemezan']
298,permanence_juridique-68112-01,"[7.20861, 47.911836]",68112,Point-justice - relais d'accès au droit au Tribunal de proximité de Guebwiller,1 place Saint Léger,,,68504,GUEBWILLER,"[7.20861, 47.911836]",03 89 62 17 20,,,['68112 Guebwiller']
299,permanence_juridique-68066-01,"[7.358328, 48.075487]",68066,Point-justice - relais d'accès au droit au Tribunal judiciaire de Colmar,place du marché aux fruits,,,68027,COLMAR,"[7.358328, 48.075487]",03 89 20 56 00,,,['68066 Colmar']
300,permanence_juridique-68112-02,"[7.20902, 47.9112]",68112,Point-justice - relais d'accès au droit à la mairie de Guebwiller,73 rue de la République,,,68503,GUEBWILLER,"[7.20902, 47.9112]",03 89 76 80 61,,,['68112 Guebwiller']
301,permanence_juridique-68201-01,"[6.997188, 47.773698]",68201,Point-justice - France services,5 RUE DU MAL DE TASSIGNY,,,68290,MASEVAUX,"[6.997188, 47.773698]",03 89 82 40 14,,,['68201 Masevaux']
302,permanence_juridique-12202-01,"[2.572543, 44.349064]",12202,Point-justice - Point d'accès au droit de Rodez,Tribunal de Grande Instance boulevard de Guizard,,,12000,RODEZ,"[2.572543, 44.349064]",05 65 73 43 22,,,['12202 Rodez']
303,permanence_juridique-12096-01,"[2.782096, 44.542623]",12096,Point-justice - Point d'accès au droit d'Espalion,Hôtel de ville,,,12500,ESPALION,"[2.782096, 44.542623]",05 65 51 10 30,,,['12096 Espalion']
304,permanence_juridique-12300-01,"[2.036505, 44.351411]",12300,Point-justice - Point d'accès au droit de Villefranche-de-Rouergue,Centre Social 19 rue du Sergent Bories,,,12200,VILLEFRANCHE DE ROUERGUE,"[2.036505, 44.351411]",05 65 45 38 70,,,['12300 Villefranche-de-Rouergue']
305,permanence_juridique-12145-01,"[3.076804, 44.097869]",12145,Point-justice - Point d'accès au droit de Millau,Palais de Justice boulevard de l'Ayrolle,,,12100,MILLAU,"[3.076804, 44.097869]",05 65 61 48 00,,,['12145 Millau']
306,permanence_juridique-12208-01,"[2.886229, 43.957847]",12208,Point-justice - Point d'accès au droit de Saint-Affrique,Centre Communal d'Action Sociale 3 place Abbé Bessou,,,12400,ST AFFRIQUE,"[2.886229, 43.957847]",05 65 98 29 10,,,['12208 Saint-Affrique']
307,permanence_juridique-21416-01,"[5.315148, 47.397281]",21416,Point-justice - France services,6Bis place du General Viard,,,21310,MIREBEAU SUR BEZE,"[5.315148, 47.397281]",03 80 38 02 48,,,['21416 Mirebeau-sur-Bèze']
308,permanence_juridique-21023-01,"[4.49111, 47.13087]",21023,Point-justice - relais d’accès au droit communauté du pays d’Arnay Le Duc,3 rue de la Gare,,,21230,ARNAY LE DUC,"[4.49111, 47.13087]",03 80 90 17 55,,,['21023 Arnay-le-Duc']
309,permanence_juridique-21425-01,"[4.329299, 47.623063]",21425,Point-justice - relais d’accès au droit du Tribunal de proximité de Montbard,6 avenue Maréchal Foch,,,21500,MONTBARD,"[4.329299, 47.623063]",03 80 92 51 30,,,['21425 Montbard']
310,permanence_juridique-21231-01,"[5.034875, 47.314539]",21231,Point-justice - relais d’accès au droit « Episourire » de Dijon,4 place Jacques Prévert,,,21000,DIJON,"[5.034875, 47.314539]",03 80 70 40 70,,,['21231 Dijon']
311,permanence_juridique-21464-01,"[4.950065, 47.137974]",21464,Point-justice - relais d’accès au droit Nuits Saint Georges,place d’Argentine,,,21700,NUITS ST GEORGES,"[4.950065, 47.137974]",03 80 62 01 20,,,['21464 Nuits-Saint-Georges']
312,permanence_juridique-21515-01,"[5.105708, 47.313682]",21515,Point-justice - relais d’accès au droit Quétigny,22 avenue du Château,,,21800,QUETIGNY,"[5.105708, 47.313682]",03 80 48 41 00,,,['21515 Quetigny']
313,permanence_juridique-21355-01,"[5.073342, 47.283763]",21355,Point-justice - relais d’accès au droit Longvic,place Diawara,,,21600,LONGVIC,"[5.073342, 47.283763]",03 80 48 94 82,,,['21355 Longvic']
314,permanence_juridique-21107-01,"[5.095772, 47.400174]",21107,"Point-justice - relais d’accès au droit « Norge et Tille"" de Bretigny",47 route de Norge,,,21490,BRETIGNY,"[5.095772, 47.400174]",03 80 35 53 99,,,['21107 Bretigny']
315,permanence_juridique-21617-01,"[4.993253, 47.340636]",21617,Point-justice - relais d’accès au droit Talant,rue Charles Dullin,,,21240,TALANT,"[4.993253, 47.340636]",03 80 44 60 60,,,['21617 Talant']
316,permanence_juridique-21584-02,"[4.229669, 47.278253]",21584,Point-justice - France services,5 RUE DU TOUR DU FOSSÉ,,,21210,SAULIEU,"[4.229669, 47.278253]",03 80 64 20 43,,,['21584 Saulieu']
317,permanence_juridique-21179-01,"[5.123235, 47.403908]",21179,Point-justice - relais d’accès au droit de Clénay,25 Grande rue,,,21490,CLENAY,"[5.123235, 47.403908]",03 80 23 21 59,,,['21179 Clénay']
318,permanence_juridique-21154-02,"[4.575485, 47.850467]",21154,Point-justice - relais d’accès au droit Chatillon Sur Seine,11 rue Albert Camus,,,21400,CHATILLON SUR SEINE,"[4.575485, 47.850467]",03 80 81 30 61,,,['21154 Châtillon-sur-Seine']
319,permanence_juridique-21603-02,"[4.346182, 47.493935]",21603,Point-justice - relais d’accès au droit Semur en Auxois,1 avenue Pasteur,,,21140,SEMUR EN AUXOIS,"[4.346182, 47.493935]",03 80 97 09 27,,,['21603 Semur-en-Auxois']
320,permanence_juridique-21023-02,"[4.49111, 47.13087]",21023,Point-justice - France services,3 rue de la Gare,,,21230,ARNAY LE DUC,"[4.49111, 47.13087]",03 80 90 17 55,,,['21023 Arnay-le-Duc']
321,permanence_juridique-21603-01,"[4.346182, 47.493935]",21603,Point-justice - France services,1 avenue Pasteur,,,21140,SEMUR EN AUXOIS,"[4.346182, 47.493935]",06 62 27 01 01,,,['21603 Semur-en-Auxois']
322,permanence_juridique-21038-01,"[5.389363, 47.193753]",21038,Point-justice - relais d’accès au droit d’Auxonne,2 place d’Armes,,,21130,AUXONNE,"[5.389363, 47.193753]",03 80 60 44 60,,,['21038 Auxonne']
323,permanence_juridique-21607-01,"[5.152183, 46.993247]",21607,Point-justice - relais d’accès au droit Seurre,28 rue du Stade,,,21250,SEURRE,"[5.152183, 46.993247]",03 80 21 15 92,,,['21607 Seurre']
324,permanence_juridique-21317-01,"[5.109405, 47.520807]",21317,Point-justice - relais d’accès au droit Is Sur Tille,25-27 rue Général Bouchu,,,21120,IS SUR TILLE,"[5.109405, 47.520807]",03 80 49 90 28,,,['21317 Is-sur-Tille']
325,permanence_juridique-21292-02,"[5.229644, 47.244069]",21292,Point-justice - relais d’accès au droit Genlis,28 rue des Lilas,,,21110,GENLIS,"[5.229644, 47.244069]",03 80 49 90 28,,,['21292 Genlis']
326,permanence_juridique-21554-01,"[5.263101, 47.102074]",21554,Point-justice - relais d’accès au droit St Jean de Losne,rue de la Liberté,,,21170,ST JEAN DE LOSNE,"[5.263101, 47.102074]",03 80 49 90 28,,,['21554 Saint-Jean-de-Losne']
327,permanence_juridique-21585-01,"[5.091356, 47.215203]",21585,Point-justice - relais d’accès au droit Saulon la Chapelle,rue du Foyer,,,21910,SAULON LA CHAPELLE,"[5.091356, 47.215203]",03 80 79 14 30,,,['21585 Saulon-la-Chapelle']
328,permanence_juridique-21584-01,"[4.229669, 47.278253]",21584,Point-justice - relais d’accès au droit Saulieu,5 rue du Tour Fossé,,,21210,SAULIEU,"[4.229669, 47.278253]",03 80 64 20 43,,,['21584 Saulieu']
329,permanence_juridique-21292-01,"[5.222514, 47.239872]",21292,Point-justice - relais d’accès au droit Genlis,18 avenue Charles de Gaulle,,,21110,GENLIS,"[5.222514, 47.239872]",03 80 47 98 98,,,['21292 Genlis']
330,permanence_juridique-21607-02,"[5.14596, 46.999171]",21607,Point-justice - relais d’accès au droit de Seurre,rue des Ecoles,,,21250,SEURRE,"[5.14596, 46.999171]",03 80 21 15 92,,,['21607 Seurre']
331,permanence_juridique-21317-02,"[5.112966, 47.521601]",21317,Point-justice - France services,20 place Général Leclerc,,,21120,IS SUR TILLE,"[5.112966, 47.521601]",03 80 95 47 70,,,['21317 Is-sur-Tille']
332,permanence_juridique-21054-01,"[4.839338, 47.023245]",21054,Point-justice - relais d’accès au droit du Tribunal de proximité de Beaune,2 rue du Tribunal,,,21200,BEAUNE,"[4.839338, 47.023245]",03 80 25 03 80,,,['21054 Beaune']
333,permanence_juridique-21540-01,"[5.089188, 47.328833]",21540,Point-justice - relais d’accès au droit Saint-Apollinaire,129 rue St Jean,,,21850,ST APOLLINAIRE,"[5.089188, 47.328833]",03 80 73 65 29,,,['21540 Saint-Apollinaire']
334,permanence_juridique-21154-01,"[4.575485, 47.850467]",21154,Point-justice - France services,11 rue Albert Camus,,,21400,CHATILLON SUR SEINE,"[4.575485, 47.850467]",03 58 95 80 85,,,['21154 Châtillon-sur-Seine']
335,permanence_juridique-44109-02,"[-1.585377, 47.231546]",44109,Point-justice - Point d'accès au droit Nantes nord,Maison de quartier La Mano 3 rue Eugène Thomas,,,44300,NANTES,"[-1.585377, 47.231546]",02 40 41 68 00,,,['44109 Nantes']
336,permanence_juridique-44162-01,"[-1.638994, 47.224538]",44162,Point-justice - relais d'accès au droit Restaurants du coeur centre de distribution Saint Herblain,Centre des Restaurants du coeur 4 rue Gustave Eiffel,,,44800,ST HERBLAIN,"[-1.638994, 47.224538]",02 40 43 73 02,,,['44162 Saint-Herblain']
337,permanence_juridique-44003-01,"[-1.176881, 47.365577]",44003,Point-justice - Point d'accès au droit Ancenis,Mairie d'Ancenis place du Maréchal Foch,,,44156,ANCENIS,"[-1.176881, 47.365577]",02 40 83 87 00,,,['44003 Ancenis-Saint-Géréon']
338,permanence_juridique-44190-01,"[-1.525933, 47.196802]",44190,Point-justice - relais d'accès au droit Restaurants du coeur centre de distribution Saint Sébastien,Centre  des Restaurants du Coeur 18 rue bonne garde,,,44230,ST SEBATIEN,"[-1.525933, 47.196802]",02 40 34 71 51,,,['44190 Saint-Sébastien-sur-Loire']
339,permanence_juridique-44109-01,"[-1.552757, 47.21251]",44109,Point-justice - relais d'accès au droit service cancérologie et grands brûlés Centre Hospitalier Universitaire de Nantes,Hôtel Dieu ERI 1 place Alexis Ricordeau,,,44000,NANTES,"[-1.552757, 47.21251]",02 40 08 73 05,,,['44109 Nantes']
340,permanence_juridique-44184-01,"[-2.248585, 47.270023]",44184,Point-justice - Point d'accès au droit Saint Nazaire Ouest,Espace civique Jacques Dubé 1 bis rue des ajoncs,,,44600,ST NAZAIRE,"[-2.248585, 47.270023]",02 28 55 99 73,,,['44184 Saint-Nazaire']
341,permanence_juridique-44131-01,"[-2.066511, 47.110763]",44131,Point-justice - Point d'accès au droit Pays de Retz Atlantique à Pornic,Pornic Agglo Pays de Retz 2 rue du docteur Ange Guépin ZAC de la Chaussée,,,44215,PORNIC,"[-2.066511, 47.110763]",02 51 74 07 16,,,['44131 Pornic']
342,permanence_juridique-22055-01,"[-2.835793, 48.627696]",22055,Point-justice - France services,1 place Heurtel - Etables-sur-Mer - 22680 Binic - Etables -sur-Mer,,,22680,ETABLES SUR MER,"[-2.835793, 48.627696]",02 96 70 64 18,,,['22055 Étables-sur-Mer']
343,permanence_juridique-22136-01,"[-2.756449, 48.177646]",22136,Point-justice - France services,15 rue de Moncontour,,,22600,LOUDEAC,"[-2.756449, 48.177646]",02 96 66 48 37,,,['22136 Loudéac']
344,permanence_juridique-22222-01,"[-2.931587, 48.675725]",22222,Point-justice - France services,avenue Laennec,,,22580,PLOUHA,"[-2.931587, 48.675725]",02 96 20 21 26,,,['22222 Plouha']
345,permanence_juridique-22278-02,"[-2.757181, 48.513752]",22278,Point-justice - relais d’accès au droit de Saint Brieuc,Palais de justice Parc des promenades,,,22023,ST BRIEUC,"[-2.757181, 48.513752]",02 96 40 11 40,,,['22278 Saint-Brieuc']
346,permanence_juridique-22362-01,"[-3.229378, 48.789826]",22362,Point-justice - France services,12 rue Lamennais,,,22220,TREGUIER,"[-3.229378, 48.789826]",02 96 92 33 46,,,['22362 Tréguier']
347,permanence_juridique-22278-01,"[-2.742845, 48.517335]",22278,Point-justice - Point d'accès au droit /maison service au public /espace de proximité de Saint Brieuc,3 rue de Genève,,,22000,ST BRIEUC,"[-2.742845, 48.517335]",02 96 60 47 87,,,['22278 Saint-Brieuc']
348,permanence_juridique-22070-01,"[-3.152159, 48.562789]",22070,Point-justice - relais d’accès au droit du Tribunal de Proximité de Guingamp,38 place du centre,,,22205,GUINGAMP,"[-3.152159, 48.562789]",02 96 40 11 40,,,['22070 Guingamp']
349,permanence_juridique-22278-03,"[-2.741029, 48.51711]",22278,Point-justice - France services,rue de Genève,,,22000,ST BRIEUC,"[-2.741029, 48.51711]",02 96 60 47 87,,,['22278 Saint-Brieuc']
350,permanence_juridique-22060-01,"[-3.229378, 48.789826]",22060,Point-justice - France services,1 place Louis Morel,,,22150,PLOEUC SUR LIE PLOEUC L HERMITAGE,"[-3.229378, 48.789826]",02 96 42 15 38,,,['22060 Gausson']
351,permanence_juridique-22046-01,"[-2.521874, 48.294881]",22046,Point-justice - France services,24 La Croix de Jeanne Even,,,22330,LE MENE,"[-2.521874, 48.294881]",02 96 31 47 17,,,['22046 Collinée']
352,permanence_juridique-22162-01,"[-3.051, 48.779864]",22162,Point-justice - Point d'accès au droit de Paimpol,Centre Henry Dunant,,,22500,PAIMPOL,"[-3.051, 48.779864]",02 96 16 53 14,,,['22162 Paimpol']
353,permanence_juridique-33063-02,"[-0.600266, 44.823625]",33063,Point-justice - Point d'accès au droit du Centre Hospitalier Charles PERRENS,"121, rue de la Béchade",,,33076,BORDEAUX CEDEX,"[-0.600266, 44.823625]",05 56 56 34 34,,,['33063 Bordeaux']
354,permanence_juridique-33492-01,"[-0.396346, 45.141222]",33492,Point-justice - Point d'accès au droit  Latitude Nord Gironde à Saint-Yzan-De-Soudiac,"Centre intercommunal d'action sociale, 49 avenue du Général de Gaulle",,,33920,ST YZAN DE SOUDIAC,"[-0.396346, 45.141222]",05 57 58 67 16,,,['33492 Saint-Yzan-de-Soudiac']
355,permanence_juridique-33227-01,"[-0.246606, 44.555222]",33227,Point-justice - Point d'accès au droit de Langon,"Résidence de l'horloge, place l'horloge",,,33210,LANGON,"[-0.246606, 44.555222]",05 57 36 25 54,,,['33227 Langon']
356,permanence_juridique-33389-02,"[-0.609685, 45.291045]",33389,Point-justice - Point d'accès au droit de Saint-Ciers-sur-Gironde,"Maison de la solidarité, 17 avenue André Lafon",,,33820,ST CIERS SUR GIRONDE,"[-0.609685, 45.291045]",05 57 32 66 99,,,['33389 Saint-Ciers-sur-Gironde']
357,permanence_juridique-33095-01,"[-0.26088, 44.291645]",33095,Point-justice - France services,place du 8 mai 1945,,,33840,CAPTIEUX,"[-0.26088, 44.291645]",05 56 65 60 31,,,['33095 Captieux']
358,permanence_juridique-33045-01,"[-0.042049, 44.880729]",33045,Point-justice - France services,2 rue du 19 mars 1962,,,33350,CASTILLON,"[-0.042049, 44.880729]",05 57 41 52 60,,,['33045 Belvès-de-Castillon']
359,permanence_juridique-33192-01,"[-0.597839, 44.781144]",33192,Point-justice - Point d’accès au droit du Chalet Bleu Gradignan,34 rue du Chouiney,,,33170,GRADIGNAN,"[-0.597839, 44.781144]",05 57 32 66 99,,,['33192 Gradignan']
360,permanence_juridique-33063-03,"[-0.580363, 44.836555]",33063,Point-justice - relais d'accès au droit du Tribunal judiciaire de Bordeaux,"Tribunal de grande instance, 30 rue des frères Bonie",,,33000,BORDEAUX,"[-0.580363, 44.836555]",05 47 33 91 17,,,['33063 Bordeaux']
361,permanence_juridique-33140-01,"[-0.347446, 44.773895]",33140,Point-justice - France services,32 RUE AMAURY DE CRAON,,,33670,CREON,"[-0.347446, 44.773895]",05 57 34 42 52,,,['33140 Créon']
362,permanence_juridique-33140-02,"[-0.347446, 44.773895]",33140,Point-justice - Point d'accès au droit de Créon,"La Cabane à Projets, 32 rue Amaury de Craon",,,33670,CREON,"[-0.347446, 44.773895]",05 57 34 42 52,,,['33140 Créon']
363,permanence_juridique-33138-02,"[-0.130574, 45.038036]",33138,Point-justice - France services,4 rue Baste,,,33230,COUTRAS,"[-0.130574, 45.038036]",05 57 46 01 53,,,['33138 Coutras']
364,permanence_juridique-33058-01,"[-0.656869, 45.131954]",33058,Point-justice - France services,32 rue des Maçons - BP 154,,,33390,BLAYE,"[-0.656869, 45.131954]",05 57 42 82 72,,,['33058 Blaye']
365,permanence_juridique-33243-01,"[-0.244498, 44.913838]",33243,Point-justice - relais d'accès au droit du Tribunal judiciaire de Libourne,"Tribunal de grande instance, 22 rue Thiers",,,33500,LIBOURNE,"[-0.244498, 44.913838]",05 57 55 36 80,,,['33243 Libourne']
366,permanence_juridique-33529-01,"[-1.145942, 44.638663]",33529,Point-justice - Point d'accès au droit  de La Cobas à La Teste-De-Buch,Passage de la Traîne,,,33260,LA TESTE DE BUCH,"[-1.145942, 44.638663]",05 57 15 80 20,,,['33529 La Teste-de-Buch']
367,permanence_juridique-33318-01,"[-0.630042, 44.79113]",33318,Point-justice - France services,1 rue de l'Horloge,,,33600,PESSAC,"[-0.630042, 44.79113]",05 56 15 25 60,,,['33318 Pessac']
368,permanence_juridique-33314-01,"[-0.747978, 45.200664]",33314,Point-justice - Point d'accès au droit de Lesparre-Medoc (deuxième site),"Maison Départementale de la Solidarité et de l'Insertion (PMI), 5 place du Maréchal de Lattre de Tassigny",,,33250,PAUILLAC,"[-0.747978, 45.200664]",05 56 41 41 39,,,['33314 Pauillac']
